,width,size,polarization,pol_std_dev,pol_95%_ci_lower,pol_95%_ci_upper,quops_rate,quops_rate_std_dev,raw_quops_rate,raw_quops_rate_std_dev
0,2,4,0.8592582004096959,8.084716385424924e-06,0.8592449010512418,1.0,,,,
1,2,5000004,0.7599772800241442,5.4614338827012355e-05,0.7598874394367738,1.0,,,,
2,2,7500004,0.0,0.0,0.0,1.0,,,,
3,2,6250004,0.0,0.0,0.0,1.0,,,,
4,2,5625004,0.0,0.0,0.0,1.0,,,,
5,2,5312504,0.0,0.0,0.0,1.0,,,,
6,2,5156256,0.0,0.0,0.0,1.0,,,,
7,2,5078132,0.683850730360579,0.22795024454954566,0.30887257807657637,1.0,,,,
8,2,5117196,0.07598199146595624,0.22794597439786876,-0.29898913641853786,1.0,,,,
9,2,5097664,0.5318696346399772,0.34819040982409777,-0.04090358952066364,1.0,,,,
10,2,5087900,0.4558998156058481,0.37224064079466135,-0.15643603850136983,1.0,,,,
11,2,5083016,0.22796434303247087,0.3482212865837927,-0.3448596733978681,1.0,,,,
12,2,5080576,0.37992166641321806,0.379921666923863,-0.2450494756765365,1.0,,,,
13,2,5079356,0.7598346342303615,5.166428036319547e-05,0.759749646489164,1.0,,,,
14,2,5079968,0.5318742544420239,0.3481934336841922,-0.0409039439684723,1.0,,,,
15,2,5079664,0.45588315220543574,0.37222703565938037,-0.15643032145424496,1.0,,,,
16,2,5079512,0.4559056717230402,0.3722454236241183,-0.15643805013863432,1.0,,,,
17,2,5079436,0.3799090480531532,0.37990904883101306,-0.24504133727386335,1.0,,,,
18,2,5079396,0.4558868554730286,0.37223005957021654,-0.15643159251997757,1.0,,,,
19,2,5079376,0.3799115111784871,0.3799115119144055,-0.24504292592070998,1.0,,,,
20,2,5079368,0.45590246553988456,0.3722428051781134,-0.156436948978112,1.0,,,,
21,2,5079364,0.4559014131617882,0.37224194541696887,-0.15643658704912555,1.0,,,,
22,2,5079360,0.45588650169012135,0.3722297715176115,-0.15643147245634959,1.0,,,,
23,3,6,0.8507892094751875,3.1692477602244554e-06,0.850783996062622,1.0,,,,
24,3,5000004,0.7595757359051597,5.958910920029906e-05,0.7594777118205253,1.0,,,,
25,3,7500006,0.0,0.0,0.0,1.0,,,,
26,3,6250008,0.0,0.0,0.0,1.0,,,,
27,3,5625006,0.0,0.0,0.0,1.0,,,,
28,3,5312508,0.0,0.0,0.0,1.0,,,,
29,3,5156256,0.07593532345176421,0.22780597035529257,-0.29880549778269205,1.0,,,,
30,3,5078130,0.6075349106379486,0.30376745656644505,0.10783744458614652,1.0,,,,
31,3,5117196,0.0,0.0,0.0,1.0,,,,
32,3,5097666,0.3037579756076864,0.3720260231210897,-0.30822483242650606,1.0,,,,
33,3,5087898,0.45564565392301076,0.3720331200767893,-0.15634882860330762,1.0,,,,
34,3,5083014,0.45564687400493364,0.3720341175696797,-0.15634924939718942,1.0,,,,
35,3,5080572,0.5315984307685275,0.3480128661388336,-0.04088273402985376,1.0,,,,
36,3,5079354,0.37970353145835534,0.37970353249345845,-0.24490877949338385,1.0,,,,
37,3,5078742,0.6075230021258466,0.30376150329421114,0.10783532920686933,1.0,,,,
38,3,5079048,0.5315901875686695,0.3480074699289774,-0.04088210046449836,1.0,,,,
39,3,5078898,0.6075370547022965,0.3037685303422234,0.10783782228933897,1.0,,,,
40,3,5078976,0.7593920052676563,3.989240681749097e-05,0.7593263822584415,1.0,,,,
41,3,5079012,0.3037751237673103,0.37204702657933947,-0.30824223495570313,1.0,,,,
42,3,5078994,0.3797049743526514,0.37970497501381634,-0.24490970954507651,1.0,,,,
43,3,5078988,0.683459116459806,0.22781970929650158,0.3086956946670608,1.0,,,,
44,4,8,0.8423386516039336,7.2191074711394205e-06,0.8423267761721436,1.0,,,,
45,4,5000008,0.7591013561630285,5.69702346189616e-05,0.7590076401270803,1.0,,,,
46,4,7500008,0.0,0.0,0.0,1.0,,,,
47,4,6250008,0.0,0.0,0.0,1.0,,,,
48,4,5625008,0.0,0.0,0.0,1.0,,,,
49,4,5312512,0.0,0.0,0.0,1.0,,,,
